Health C_1,BHCMIS Org,BPHC Assig,Site Name,Site Addre,Site City,Site State,Geocoding,Geocodin_1
H80CS00402,53160,BPS-H80-027851,ROGERS CITY MIDDLE - HIGH SCHOOL,1033 W Huron Ave Rm tb1,Rogers City,MI,-83.82555788,45.41723178
H80CS00094,42450,BPS-H80-031820,Stillman Health Center,3601 Stillman Blvd,Tuscaloosa,AL,-87.5831982,33.20082643
H80CS00761,34190,BPS-H80-007486,MHHCC ARNOLDSBURG SCHOOL SBH,90 Spring Run Rd,Arnoldsburg,WV,-81.130342,38.7885235
H80CS26611,09E00422,BPS-H80-032715,The Achievable Foundation Administrative Office - CP,100 Corporate Pointe Ste 270,Culver City,CA,-118.3823376,33.98782599
H80CS28962,06E01178,BPS-H80-030279,OHCC - 3849 North Blvd,3849 North Blvd,Baton Rouge,LA,-91.15036797,30.4486152
H80CS00133,72100,BPS-H80-003855,Betty Jean Kerr People's Health Centers,11642 W Florissant Ave,Florissant,MO,-90.28075364,38.77698047
H80CS00618,40310,BPS-H80-021566,Itech @ Thomas A. Edison High School,6101 NW 2nd Ave,Miami,FL,-80.20027263,25.83154307
H80CS00550,93650,BPS-H80-007974,Ojai Valley Community Health Center,1200 Maricopa Hwy,Ojai,CA,-119.2631349,34.44206698
H80CS00501,45050,BPS-H80-022180,"Sandhills Medical Foundation, Inc - Admin Annex",1111 Broad St,Camden,SC,-80.60720908,34.24695417
H80CS02452,614370,BPS-H80-004305,EL CENTRO DE CORAZON - MAGNOLIA,7037 Capitol St,Houston,TX,-95.3012264,29.73400339
H80CS00201,50990,BPS-H80-017106,HealthSource Georgetown,631 E State St,Georgetown,OH,-83.89474892,38.8632821
H80CS00438,72110,BPS-H80-005550,"Charles Drew Health Center, Inc. at Campus for Hope",1490 N 16th St,Omaha,NE,-95.93729634,41.27284683
H80CS00701,31000,BPS-H80-005309,TUG RIVER HEALTH ASSOCIATION,34035 Coal Heritage Rd,Northfork,WV,-81.43299393,37.4142173
H80CS00174,37150,BPS-H80-017974,Greater Fulton Medical Center,1718 Williamsburg Rd,Richmond,VA,-77.39358371,37.5151668
H80CS00668,53110,BPS-H80-019007,IHC-Owen County,35 Bob Babbs Dr,Spencer,IN,-86.78434013,39.28859898
H80CS00725,56420,BPS-H80-015259,LCHC at Walls Memorial,200 S Sacramento Blvd,Chicago,IL,-87.70115706,41.87827111
H80CS17251,2.00E+93,BPS-H80-017465,The Nest Community Health Center,169 W 133rd St,New York,NY,-73.94399721,40.81376044
H80CS00771,50220,BPS-H80-006462,INTERCARE MEDICAL VAN,308 Charles St Ste P,Bangor,MI,-86.11320156,42.31276676
H80CS00217,80730,BPS-H80-017725,STRIDE CHC � Jefferson Plaza Family Health at Jefferson Center,3595 S Teller St,Lakewood,CO,-105.0765934,39.65025178
H80CS00646,92290,BPS-H80-030865,Mobile Van,41-1347 Kalanianaole Hwy,Waimanalo,HI,-157.7161878,21.34714747
H80CS00221,90670,BPS-H80-015071,NEMS SUNSET ENROLLMENT SERVICE CENTER AND RADIOLOGY,1422 Noriega St,San Francisco,CA,-122.4791366,37.75414169
H80CS28357,10E01153,BPS-H80-014980,North Olympic Healthcare Network,240 W Front St,Port Angeles,WA,-123.4363324,48.12134033
H80CS29018,02E00868,BPS-H80-024412,East New York Diagnostic and Treatment Center,2094 Pitkin Ave,Brooklyn,NY,-73.89529358,40.67194509
H80CS00212,81460,BPS-H80-017084,"Health Center at Printers Parkway, 340",340 Printers Pkwy,Colorado Springs,CO,-104.7865458,38.82709436
H80CS08752,56900,BPS-H80-018673,Niles Community Health Center Dental Clinic,122 Grant St,Niles,MI,-86.25961128,41.8270625
H80CS00613,10810,BPS-H80-001613,"SOUTHWEST COMMUNITY HLTH CTR,INC",1046 Fairfield Ave,Bridgeport,CT,-73.20447464,41.17421618
H80CS08739,911950,BPS-H80-019179,Aria Community Health Center,1320 Bailey St Ste 102,Hanford,CA,-119.6655097,36.3273375
H80CS00603,60370,BPS-H80-007752,Ben Archer Health Center - Radium Springs,12080 L B Lindbeck Rd,Las Cruces,NM,-106.9048701,32.49137536
H80CS00748,50060,BPS-H80-001986,COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,1009 Main St,Mendota,IL,-89.11843386,41.5515116
H80CS00580,47980,BPS-H80-008964,Greenwood Clinic,201 E Washington St,Greenwood,MS,-90.1798709,33.52005209
H80CS04208,1011870,BPS-H80-000199,YAKUTAT COMMUNITY HEALTH CENTER,712 W Ocean Cape Rd,Yakutat,AK,-139.7851484,59.53527301
H80CS00759,100790,BPS-H80-014456,La Clinica School Based Health Center at Central Point Elementary School,450 S 4th St,Central Point,OR,-122.912442,42.37175399
H80CS12872,9.00E+03,BPS-H80-008361,WellSpace Health - South Valley Community Health Center,8233 E Stockton Blvd Ste D,Sacramento,CA,-121.4095829,38.45962632
H80CS24165,02E00340,BPS-H80-011795,North Elementary School,171 E Hoard St,Watertown,NY,-75.90185129,43.98706621
H80CS12886,5.00E+33,BPS-H80-032551,Hope Resource Center,2596 Sullivant Ave,Columbus,OH,-83.0679662,39.9446
H80CS00568,102120,BPS-H80-019233,Talkeetna Elementary School,13930 E Timber Wolf Loop,Talkeetna,AK,-150.1081932,62.31813448
H80CS32521,08E01322,BPS-H80-027340,Community Health Care Center Inc,601 1st Ave N,Great Falls,MT,-111.296821,47.5064075
H80CS00313,21510,BPS-H80-027224,The Hub Health Care Center,459 E 149th St,Bronx,NY,-73.91537687,40.81513767
H80CS00435,53300,BPS-H80-011166,"Hamilton Community Health Network, Inc. - New Main",2900 N Saginaw St,Flint,MI,-83.69384249,43.04231898
H80CS18278,33080,BPS-H80-015343,Midland Trail Health Center,26719 Midland Trl,Hico,WV,-80.99653499,38.112315
H80CS06452,442450,BPS-H80-029476,PanCare Health Malone,5336 10th St,Malone,FL,-85.16272811,30.95249754
H80CS00179,46900,BPS-H80-021830,MedCura Hillandale,2801 Dekalb Medical Pkwy,Lithonia,GA,-84.14694882,33.70567215
H80CS02323,614350,BPS-H80-031809,Community Action Health Center,700 Flournoy Rd Ste 2a-medical,Alice,TX,-98.04724927,27.75833881
H80CS00479,30700,BPS-H80-004757,CVHS Brunswick,8380 Boydton Plank Rd,Alberta,VA,-77.90673372,36.84239267
H80CS00125,60810,BPS-H80-017056,Lockhart Family Practice Center,2060 S Colorado St # 183,Lockhart,TX,-97.6681083,29.85249118
H80CS00085,40780,BPS-H80-028212,DHC - Moorhead Central School,506 W Washington St,Moorhead,MS,-90.51253869,33.44991293
H80CS00732,40330,BPS-H80-002209,JTCHS - Dental Center Miami Gardens,18360 NW 7th Ave,Miami,FL,-80.21326382,25.94334685
H80CS00624,11430,BPS-H80-001100,MARKET SQUARE FAMILY HLTH SVCS,29 Market Sq,Lynn,MA,-70.96416408,42.46309619
H80CS00080,34210,BPS-H80-021269,Sutton Elementary School Wellness Center,288 N Hill Rd,Sutton,WV,-80.7077739,38.66733839
H80CS00779,61750,BPS-H80-003964,SOUTH CLINIC,2007 S Zapata Hwy,Laredo,TX,-99.47356714,27.47938343
H80CS11255,6.00E+70,BPS-H80-021729,League City Integrated Pediatrics,2360 Gulf Fwy S Ste 100,League City,TX,-95.09838367,29.47768286
H80CS00574,100570,BPS-H80-024580,CVCH Eastmont High School Health Center,955 3rd St NE,East Wenatchee,WA,-120.272819,47.40953751
H80CS00653,45220,BPS-H80-010948,Family Health Care,120 Darlington Dr,Aiken,SC,-81.68717028,33.46551813
H80CS24164,02E00510,BPS-H80-011530,Ezra Medical Center,1312 38th St,Brooklyn,NY,-73.98527155,40.64087484
H80CS00313,21510,BPS-H80-002902,Hudson River HealthCare New Paltz,1 Paradies Ln,New Paltz,NY,-74.05875494,41.74054362
H80CS00829,100640,BPS-H80-013853,Neighborcare Health at Bailey Gatzert Elementary,1301 E Yesler Way,Seattle,WA,-122.315633,47.60167248
H80CS00309,413090,BPS-H80-013847,CHS Anderson County,1107 N Charles G Seivers Blvd,Clinton,TN,-84.11835647,36.11718572
H80CS00326,12080,BPS-H80-006281,ISRAEL PUTNAM ELEMENTARY SCHOOL - SBHC,133 Parker Ave,Meriden,CT,-72.7917031,41.52960952
H80CS00006,11210,BPS-H80-017297,Mobile Van #1,780 Albany St,Boston,MA,-71.07280293,42.33366435
H80CS04223,921340,BPS-H80-014796,Eisner Health - Women's Health Center,1513 S Grand Ave Ste 220 # 250,Los Angeles,CA,-118.266671,34.03617101
H80CS00679,51980,BPS-H80-021302,AHC Oscoda Area High School SBHC,3550 E River Rd Rm 102,Oscoda,MI,-83.37827161,44.42487275
H80CS01765,28480,BPS-H80-017512,Richmond Hill Health Center,13020 89th Rd,Richmond Hill,NY,-73.82034788,40.69967624
H80CS00016,31670,BPS-H80-013882,Public Health Management Corporation,1500 Market St,Philadelphia,PA,-75.16616595,39.95269109
H80CS00507,45180,BPS-H80-014883,"Community Health Care Systems, Inc. Baldwin County",102 Airport Rd NE Apt A,Milledgeville,GA,-83.26071402,33.15276749
H80CS04223,921340,BPS-H80-019073,Eisner Health Intergenerational Health Center,15477 Ventura Blvd Ste 300,Sherman Oaks,CA,-118.471201,34.15467335
H80CS08764,627740,BPS-H80-032006,CommuniHealth Services - Bastrop Dental Clinic,945 E Madison Ave,Bastrop,LA,-91.90320363,32.78024889
H80CS00582,48800,BPS-H80-017980,Gilmer McLaurin Elementary School,170 Sgt Prentiss Dr,Natchez,MS,-91.37636253,31.54226042
H80CS00484,40760,BPS-H80-018843,Bentonia Gibbs Elementary Schools,10340 Highway 433 W,Bentonia,MS,-90.40368245,32.64075445
H80CS00537,63720,BPS-H80-002008,1st Choice Healthcare Corning,1300 Creason Rd,Corning,AR,-90.58898774,36.41858663
H80CS04223,921340,BPS-H80-009069,Eisner Health Family Planning Clinic at Los Angeles High School,4650 W Olympic Blvd Rm 40,Los Angeles,CA,-118.3319192,34.05636406
H80CS33643,04E01304,BPS-H80-029548,"AltaPointe Health Systems, Inc.",5750A Southland Dr,Mobile,AL,-88.17510914,30.6243086
H80CS00519,82240,BPS-H80-031909,Southwest/WCHC Mental Health,75 N 200 W,Panguitch,UT,-112.4395887,37.82377905
H80CS00876,910250,BPS-H80-021938,Mendocino Coast Clinics Family Wellness Center,"510 Cypress St, Ste C",Fort Bragg,CA,-123.79873,39.43260251
H80CS19533,51680,BPS-H80-005264,EAST JORDAN FAMILY HEALTH CENTER,601 Bridge St,East Jordan,MI,-85.13782631,45.15049784
H80CS00377,11270,BPS-H80-002468,OPTIMUS Stratford Community Health Center,727 Honeyspot Rd,Stratford,CT,-73.14714301,41.1755624
H80CS00298,421000,BPS-H80-015062,ReGenesis Health Care - Administration/Family Medicine,460 Langdon St,Spartanburg,SC,-81.92220044,34.95877585
H80CS08218,452070,BPS-H80-017115,Walnut Hill Healthy Kids Clinic,2834 S US 127,Liberty,KY,-84.95744092,37.28766316
H80CS00139,91000,BPS-H80-019118,Van Nuys Adult Health Center,14624 Sherman Way Fl 6,Van Nuys,CA,-118.451494,34.20115251
H80CS26598,04E01085,BPS-H80-017676,Family Health Group Pediatrics,1090 N Ellington Pkwy Ste 201,Lewisburg,TN,-86.78710524,35.4648009
H80CS00167,20560,BPS-H80-012082,The Women's Center at Rochester General,1415 Portland Ave,Rochester,NY,-77.58757364,43.19170419
H80CS00811,510280,BPS-H80-027613,Cooper Elementary School,1807 Missouri Ave Rm B05,Superior,WI,-92.12177489,46.71677665
H80CS00061,20490,BPS-H80-006017,The Bridge,248 W 108th St,New York,NY,-73.96691233,40.80262257
H80CS00299,612230,BPS-H80-011234,HealthPoint Madisonville,100 W Cross St,Madisonville,TX,-95.91076225,30.94169645
H80CS00513,60190,BPS-H80-003086,"Outpatient Medical Center, Inc. @ Natchitoches",1640 Breazeale Springs St,Natchitoches,LA,-93.10320598,31.78094901
H80CS00621,90710,BPS-H80-018283,Community Health Centers Casa,77 Casa St Ste 201,San Luis Obispo,CA,-120.6650356,35.29298203
H80CS00056,102340,BPS-H80-014358,NAVOS Public Health Center,1210 SW 136th St,Burien,WA,-122.3495263,47.48118212
H80CS26577,05E01059,BPS-H80-021383,Centerpoint Health Administrative Site,4220 Grand Ave Ste B,Middletown,OH,-84.35732512,39.50365058
H80CS04291,14580,BPS-H80-005829,TREATS FALLS HOUSE,2 Hillside Rd,Orono,ME,-68.6600245,44.8867227
H80CS29015,02E01165,BPS-H80-017493,"Saint James Health, Inc.",228 Lafayette St,Newark,NJ,-74.16271501,40.72907573
H80CS00287,99010,BPS-H80-019365,MOBILE UNIT #5,590 N D St,San Bernardino,CA,-117.2919238,34.1099261
H80CS29000,01E01212,BPS-H80-015737,UCFS Health Center - Norwich,47 Town St,Norwich,CT,-72.0919233,41.54687148
H80CS00586,56430,BPS-H80-020895,Purdy Elementary - Pennfield Schools,6510 Purdy Dr,Battle Creek,MI,-85.17132643,42.35385439
H80CS00761,34190,BPS-H80-032600,Minnie Hamilton Health System - Arnoldsburg,80 Spring Run Rd,Arnoldsburg,WV,-81.13035482,38.78860268
H80CS08755,452890,BPS-H80-032601,Wright Street,2501 W Wright St,Pensacola,FL,-87.2465316,30.41589258
H80CS00416,93590,BPS-H80-015222,United Community Health Center at Green Valley Hospital,4475 S I 19 Frontage Rd,Green Valley,AZ,-111.0115844,31.80680362
H80CS00151,11280,BPS-H80-005591,DIMOCK COMMUNITY HEALTH CENTER,45 Dimock St,Roxbury,MA,-71.09722805,42.32032745
H80CS07914,218870,BPS-H80-003761,Sunset Terrace Family Health Center at NYU Langone,514 49th St,Brooklyn,NY,-74.00915,40.64527124
H80CS00218,80060,BPS-H80-012411,Manual Campus,1700 E 28th Ave,Denver,CO,-104.9683948,39.75697922
H80CS33795,92640,BPS-H80-029566,Alisal Health Center,559 E Alisal St Ste 201,Salinas,CA,-121.6358859,36.67377879
H80CS02446,310600,BPS-H80-017326,Neighborhood Health at Arlington CSB,2120 Washington Blvd,Arlington,VA,-77.083977,38.87374485
H80CS00272,77310,BPS-H80-008728,CHC/SEIA Louisa County Clinic,2409 Spring St,Columbus City,IA,-91.37057347,41.25933998
H80CS00615,91600,BPS-H80-009456,Omni Family Health,1014 Calloway Dr Bldg F,Bakersfield,CA,-119.1110194,35.36779181
H80CS24157,04E00503,BPS-H80-021590,Foothills Community Health Care - Clemson,110 Liberty Dr,Clemson,SC,-82.80978498,34.68742213
H80CS00316,63010,BPS-H80-029959,Sunland Park Building B,2625 Mcnutt Rd Ste B,Sunland Park,NM,-106.5825515,31.80187581
H80CS08784,537600,BPS-H80-024815,NorthLakes--Turtle Lake,730 Swede Ave,Turtle Lake,WI,-92.14379999,45.397135
H80CS00106,48980,BPS-H80-027215,Ashland Family Health Center,432 16th St,Ashland,KY,-82.64078594,38.47710075
H80CS00750,42600,BPS-H80-003684,NORTH CENTRAL FAMILY MEDICAL CTR. CHESTER,115 Cestrain Sq,Chester,SC,-81.20945519,34.70232798
H80CS00340,510700,BPS-H80-006944,Delaware County Jail,100 W Washington St,Muncie,IN,-85.38705969,40.19455753
H80CS29003,10E01181,BPS-H80-015395,Challis Area Health Center,611 Clinic Rd,Challis,ID,-114.2245983,44.51167377
H80CS04202,37030,BPS-H80-020993,H.D. Cooke Elementary School,2525 17th St NW,Washington,DC,-77.03854096,38.92400765
H80CS04226,920440,BPS-H80-014507,Redding Hill Country,317 Lake Blvd,Redding,CA,-122.3817444,40.61143483
H80CS00240,413580,BPS-H80-008944,Mobile Dental Unit,Mobile Dental Unit,Orlando,FL,-81.39346999,28.54015
H80CS24137,07E00486,BPS-H80-014175,OCHC � Dental Office,18753 Spring St,Hermitage,MO,-93.3164763,37.94017263
H80CS30717,05E01251,BPS-H80-027157,CHOICES Domestic Violence Shelter,,Columbus,OH,-83.00274999,39.96199
H80CS04288,612020,BPS-H80-021894,Waldron Family Clinic,2074 Rice St,Waldron,AR,-94.11408555,34.90420388
H80CS00804,80140,BPS-H80-004710,MONFORT FAMILY CLINIC,2930 11th Ave,Evans,CO,-104.691075,40.38849901
H80CS09959,4.00E+55,BPS-H80-021764,Knox County Area Technology Center,210 Wall St,Barbourville,KY,-83.89120576,36.86718575
H80CS00181,45800,BPS-H80-027769,GOSHEN MEDICAL CENTER - RAEFORD,102 Southern Ave,Raeford,NC,-79.22548545,34.97191109
H80CS00275,77200,BPS-H80-029671,Lebanon R-III - Maplecrest Elementary School,901 Maple Ln,Lebanon,MO,-92.65854724,37.67263275
H80CS00654,45230,BPS-H80-030062,Care ROADS,1268 S 4th St,Hartsville,SC,-80.06000508,34.35781196
H80CS12888,5.00E+30,BPS-H80-014472,Wilkes Villa Public Housing,105 Louden Ct,Elyria,OH,-82.10065292,41.34472345
H80CS09088,41110,BPS-H80-009949,EAST COAST MIGRANT HEAD START PROGRAM,14405 Bells Hwy,Lodge,SC,-80.88623073,32.99472926
H80CS01442,911810,BPS-H80-030736,Santa Clara Valley Dentalcare - Mountain View El Camino Real,2486 W El Camino Real,Mountain View,CA,-122.1095056,37.39920351
H80CS00881,417140,BPS-H80-029504,East Jackson Health Center,655 Lexington Ave,Jackson,TN,-88.79194131,35.62157774
H80CS00096,43920,BPS-H80-027986,"Mantachie Rural Health Care, Inc. School Based Clinic",311 Mustang Dr,Mantachie,MS,-88.48953238,34.327416
H80CS00574,100570,BPS-H80-024596,CVCH Sterling Middle School Health Center,600 N James Ave,East Wenatchee,WA,-120.2692884,47.4139761
H80CS26514,04E00754,BPS-H80-019032,TAPM Family Medicine at Brentwood,2039 Brentwood St,High Point,NC,-79.97815756,35.93456093
H80CS02325,912090,BPS-H80-020950,Indian Health Center Adult Mental Health,1685 Westwood Dr Ste 1,San Jose,CA,-121.915137,37.30277738
H80CS00205,63450,BPS-H80-028345,PMS - Salazar Elementary School,1231 Apache Ave,Santa Fe,NM,-105.9800823,35.66393334
H80CS00824,56730,BPS-H80-030863,Scenic Bluffs Health Center Inc - LaCrosse,2030 7th St S,La Crosse,WI,-91.24953695,43.79117414
H80CS26607,09E01065,BPS-H80-017464,Greenville Rancheria Dental Clinic,343 Oak St,Red Bluff,CA,-122.2349574,40.1761642
H80CS04202,37030,BPS-H80-015239,Powell Elementary School,1350 Upshur St NW,Washington,DC,-77.03140009,38.94163148
H80CS24196,09E00521,BPS-H80-011738,Friends of Family Health Center,501 S Idaho St,La Habra,CA,-117.9592175,33.92752201
H80CS00259,98790,BPS-H80-022139,West College Admin,405 W College Ave Ste A,Santa Rosa,CA,-122.7323679,38.44574966
H80CS33656,02E01283,BPS-H80-029557,"Upstate Family Health Center, Inc.  Donovan SBHC",1701 Noyes St,Utica,NY,-75.26145159,43.10258386
H80CS00636,100160,BPS-H80-022111,Morley Nelson Elementary School,7701 W Northview St,Boise,ID,-116.278806,43.62660251
H80CS26617,09E01073,BPS-H80-021042,501 - Administrative Site,501 S Atlantic Blvd,Los Angeles,CA,-118.1553089,34.02702044
H80CS00345,30790,BPS-H80-027935,AccessHealth Marsh Fork Elementary School-Based Clinic,5960 Coal River Rd,Rock Creek,WV,-81.45559213,37.85617644
H80CS00326,12080,BPS-H80-010881,Smalley Academy SBHC,175 West St,New Britain,CT,-72.77133568,41.67761602
H80CS06460,622370,BPS-H80-004766,ResourceCare Breckenridge,2802 W Walker St,Breckenridge,TX,-98.93639905,32.75730058
H80CS00807,90990,BPS-H80-013815,Kamaile Olakino Maika'i Health Center,85-180 Ala Akau St,Waianae,HI,-158.195061,21.45646593
H80CS00132,71670,BPS-H80-027356,COMC Iberia School Site,201 Pemberton Dr,Iberia,MO,-92.30042294,38.08772756
H80CS00412,40250,BPS-H80-021881,Crystal River - Family Practice,547 SE Fort Island Trl Ste E,Crystal River,FL,-82.58575716,28.88094156
H80CS00049,91070,BPS-H80-005885,HAMILTON FAMILY RESIDENCE,260 Golden Gate Ave,San Francisco,CA,-122.4149493,37.78175348
H80CS04214,438180,BPS-H80-021157,Maternal and Child Health Center Extension,514 W 51st Pl,Hialeah,FL,-80.29426896,25.86897255
H80CS00309,413090,BPS-H80-008663,CHS Sulphur Springs,1923 Sulphur Springs Rd,Morristown,TN,-83.2960864,36.18928295
H80CS07914,218870,BPS-H80-021866,PS 091,532 Albany Ave,Brooklyn,NY,-73.93995311,40.66185278
H80CS02325,912090,BPS-H80-015179,Indian Health Center of Santa Clara Valley - Pediatric Center For Life,2039 Forest Ave Ste 105,San Jose,CA,-121.9343908,37.32711746
H80CS00741,10060,BPS-H80-019577,East Haven High School,35 Wheelbarrow Ln,East Haven,CT,-72.83242702,41.32861398
H80CS00593,53060,BPS-H80-016956,Sixteenth Street Community Health Centers-St Anthony School-K3,1644 S 9th St,Milwaukee,WI,-87.92263586,43.01324706
H80CS00720,61920,BPS-H80-008723,David Raines Community Health Center Administration,3041 Dr Martin Luther King Dr,Shreveport,LA,-93.832695,32.54354248
H80CS08771,1010860,BPS-H80-007096,Waterfall School Based Health Center,826 S 11th St,Coos Bay,OR,-124.2232495,43.36091462
H80CS00796,75660,BPS-H80-028066,RHCHC Fairfield High School,605 E Broadway Ave,Fairfield,IA,-91.95530543,41.00769652
H80CS00299,612230,BPS-H80-024557,"BRAZOS VALLEY COMMUNITY ACTION AGENCY, INC.",1500 University Dr E,College Station,TX,-96.31606507,30.63768202
H80CS26593,04E01055,BPS-H80-013126,Good Samaritan Health Center of Cobb,1605 Roberta Dr SW,Marietta,GA,-84.55665557,33.91365441
H80CS00303,10600,BPS-H80-008120,"Fenway Health, Ansin Building",1340 Boylston St,Boston,MA,-71.09841267,42.34413733
H80CS00287,99010,BPS-H80-029726,BORREGO HEALTH ESCONDIDO PEDIATRICS,1111 E Washington Ave Ste Abg,Escondido,CA,-117.0696344,33.13210736
H80CS08218,452070,BPS-H80-028154,Pine Knot Primary Healthy Kids Clinic,119 KY-2792,Pine Knot,KY,-84.43846425,36.6626041
H80CS00446,33230,BPS-H80-031607,Tri-Area Community Health - Grayson Highlands,6436 Troutdale Hwy,Troutdale,VA,-81.40553548,36.65281439
H80CS00719,68160,BPS-H80-000632,Waco Family Medicine � Elm Avenue,609 Elm St,Waco,TX,-97.12337721,31.56639014
H80CS00070,37020,BPS-H80-032118,Southwest Health Center,850 Delaware Ave SW Ste B,Washington,DC,-77.01242849,38.87954241
H80CS00677,101540,BPS-H80-027343,Peninsula Community Health Services - Mobile Medical,616 6th St,Bremerton,WA,-122.6288554,47.56734842
H80CS00212,81460,BPS-H80-012373,"Enrollment Services at Academy, Suite 1500",3207 N Academy Blvd Ste 1500,Colorado Springs,CO,-104.7569426,38.87832862
H80CS00663,34060,BPS-H80-027587,Shamokin Health Center,531 N Franklin St,Shamokin,PA,-76.55018459,40.79148748
H80CS00692,80170,BPS-H80-000141,Patient Pharmacy and Administration,110 E Routt Ave,Pueblo,CO,-104.623432,38.25744966
H80CS00319,102570,BPS-H80-015534,Cheney Health Center,1720 2nd St,Cheney,WA,-117.5652592,47.4970297
H80CS09088,41110,BPS-H80-008450,Walterboro Family Health Center,302 Medical Park Dr,Walterboro,SC,-80.67034401,32.92345501
H80CS00767,60180,BPS-H80-007508,West St. Mary High School-Based Health Center,18331 Highway 182,Baldwin,LA,-91.56532712,29.85681121
H80CS00280,515200,BPS-H80-012754,Dodgeville Dental Clinic,103 E Fountain St,Dodgeville,WI,-90.13031567,42.9589418
